UID,Name,Nat,Club,2nd Nat,Division,Best Pos,Age,Transfer Value,xG/90,xG-OP,FA,Off,xG/shot,Cr C/90,Conv %,NP0xG/90,Gls/90,xA/90,Ch C/90,K Ps/90,Pres A/90,Dist/90,Cr C/A,Drb/90,Sprints/90,Blk/90,Int/90,K Hdrs/90,K Tck/90,Poss Won/90,Poss Lost/90,Tck/90,Tck R,Hdr %,xSv %,Pens Saved Ratio,Pas %,Sv %,Cln/90,Pr passes/90,Gl Mst,xGP/90,All/90,Inf,Rec
29191593,Max Bird,ENG,Bristol City,,Sky Bet Championship,DM,26,$24M - $29M,0.04,-0.43,18.00,0.00,0.08,0.03,0.06,0.04,0.03,0.17,0.38,1.06,10.22,7.9mi,0.04,0.58,12.51,0.30,1.49,0.35,0.15,10.34,7.49,2.14,0.72,0.61,0.00,0.00,0.89,0.00,0.00,4.34,0.00,0.00,0.00,,0 0 0
29219001,Sam McCallum,ENG,Norwich,,Sky Bet Championship,D (L),26,$24M - $28M,0.08,-3.55,46.00,2.00,0.15,0.29,0.00,0.08,0.00,0.07,0.13,0.95,9.27,7.9mi,0.12,1.28,15.39,0.68,2.58,0.55,0.09,12.33,12.52,2.88,0.78,0.70,0.00,0.00,0.88,0.00,0.00,6.12,1.00,0.00,0.00,Unh,0 0 0
43272105,Michele Collocolo,ITA,Cremonese,,Italian Serie A,M (C),27,$24M - $28M,0.08,0.46,18.00,3.00,0.12,0.10,0.14,0.08,0.10,0.11,0.17,1.00,11.37,7.5mi,0.10,1.20,11.08,0.20,1.50,0.20,0.03,10.68,13.77,2.26,0.83,0.59,0.00,0.00,0.85,0.00,0.00,3.06,0.00,0.00,0.00,,0 0 0
93123140,Mayckel Lahdo,SWE,AZ,SYR,Eredivisie,AM (R),24,$23M - $35M,0.18,2.16,67.00,23.00,0.12,0.68,0.16,0.18,0.24,0.10,0.29,1.29,13.04,7.8mi,0.20,3.62,15.14,0.16,1.63,0.03,0.05,4.99,20.78,2.60,0.80,0.28,0.00,0.00,0.82,0.00,0.00,2.34,0.00,0.00,0.00,,0 0 0
95081596,Beni Mukendi,ANG,Casa Pia,POR,Portuguese Premier League,M (C),24,$23M - $34M,0.16,0.74,34.00,4.00,0.10,0.24,0.11,0.16,0.18,0.23,0.30,1.32,11.59,7.5mi,0.29,1.59,11.44,0.36,1.83,0.39,0.06,16.23,10.33,1.89,0.70,0.38,0.00,0.00,0.88,0.00,0.00,3.95,0.00,0.00,0.00,,0 0 0
13187384,Jackson Muleka,COD,Be?ikta?,,Turkish Super League,ST (C),27,$23M - $34M,0.24,8.75,116.00,19.00,0.10,0.18,0.19,0.24,0.46,0.20,0.33,0.75,7.44,7.5mi,0.29,0.77,7.91,0.18,0.80,0.03,0.00,2.70,14.79,1.16,0.76,0.35,0.00,0.00,0.85,0.00,0.00,0.85,0.00,0.00,0.00,Wnt,0 0 0
58127846,Igor Diveev,RUS,Feyenoord,,Eredivisie,D (C),27,$23M - $34M,0.03,1.71,13.00,0.00,0.08,0.00,0.18,0.03,0.07,0.05,0.17,1.10,2.84,7.2mi,0.00,0.17,5.85,0.32,1.54,0.78,0.37,14.38,2.74,1.10,0.75,0.70,0.00,0.00,0.94,0.00,0.00,3.72,1.00,0.00,0.00,Wnt,0 0 0
49048348,Dilane Bakwa,FRA,OL,,Ligue 1 Uber Eats,AM (L),24,$23M - $33M,0.15,-0.91,29.00,5.00,0.09,0.37,0.06,0.15,0.10,0.09,0.16,1.72,13.62,8.0mi,0.12,3.76,14.71,0.37,1.93,0.05,0.10,4.90,17.06,2.50,0.86,0.27,0.00,0.00,0.87,0.00,0.00,2.71,0.00,0.00,0.00,,0 0 0
91170086,Jonathan Burkardt,GER,Mainz 05,,Bundesliga,ST (C),26,$23M - $33M,0.33,0.50,75.00,17.00,0.13,0.08,0.14,0.33,0.35,0.16,0.28,0.75,6.88,7.6mi,0.20,1.26,7.12,0.08,1.38,0.08,0.04,2.01,17.46,1.14,0.81,0.28,0.00,0.00,0.85,0.00,0.00,0.75,0.00,0.00,0.00,,0 0 0
95076451,Stav Lemkin,ISR,Feyenoord,ESP,Eredivisie,D (C),24,$23M - $29M,0.01,-0.28,10.00,0.00,0.07,0.00,0.00,0.01,0.00,0.04,0.00,0.27,3.79,6.8mi,0.00,0.22,5.04,0.36,1.56,0.94,0.22,17.61,2.81,1.65,0.90,0.67,0.00,0.00,0.92,0.00,0.00,3.97,0.00,0.00,0.00,,0 0 0
2000188095,Idan Toklomati,ISR,Estrela da Amadora SAD,BEN,Portuguese Premier League,ST (C),22,$23M - $29M,0.26,4.34,41.00,13.00,0.12,0.04,0.20,0.26,0.43,0.09,0.08,0.67,6.99,7.3mi,0.05,1.26,7.23,0.12,0.63,0.08,0.00,2.65,17.26,0.95,0.51,0.38,0.00,0.00,0.86,0.00,0.00,0.87,0.00,0.00,0.00,,0 0 0
93065007,Sead Hakšabanovi?,MNE,Celtic,SWE,cinch Premiership,AM (L),27,$23M - $28M,0.34,-3.66,34.00,9.00,0.13,0.62,0.07,0.30,0.18,0.20,0.48,1.67,11.16,7.6mi,0.18,2.77,13.71,0.18,1.71,0.04,0.13,7.47,13.75,2.33,0.78,0.34,0.00,0.00,0.86,0.00,0.00,2.37,0.00,0.00,0.00,,0 0 0
19380037,Lucas Piton,ITA,FC Porto,BRA,Portuguese Premier League,D (L),26,$23M - $28M,0.03,-0.09,36.00,0.00,0.16,0.58,0.14,0.03,0.03,0.11,0.22,1.05,8.34,7.9mi,0.10,2.16,14.38,0.72,2.74,0.19,0.17,11.94,13.63,3.13,0.83,0.44,0.00,0.00,0.86,0.00,0.00,7.59,0.00,0.00,0.00,,0 0 0
43274977,Moise Kean,ITA,Juventus,CIV,Italian Serie A,ST (C),27,$23M - $27M,0.54,0.63,60.00,21.00,0.11,0.00,0.11,0.54,0.57,0.03,0.04,0.35,7.05,7.5mi,0.00,1.00,6.66,0.13,0.78,0.04,0.00,1.22,21.51,1.35,0.91,0.42,0.00,0.00,0.86,0.00,0.00,0.48,0.00,0.00,0.00,Wnt,0 0 0
67295757,Peque,ESP,Alavés,,Spanish First Division,AM (L),24,$23M - $27M,0.15,-1.18,22.00,6.00,0.10,0.37,0.06,0.15,0.09,0.09,0.23,1.87,11.58,8.2mi,0.24,1.59,13.12,0.14,1.59,0.05,0.05,8.73,15.97,2.85,0.91,0.43,0.00,0.00,0.86,0.00,0.00,2.85,0.00,0.00,0.00,,0 0 0
37073317,Kenneth Taylor,NED,PSV,,Eredivisie,M (C),24,$23M - $27M,0.10,-1.41,25.00,0.00,0.09,0.12,0.06,0.10,0.06,0.10,0.29,1.17,10.12,7.8mi,0.20,0.96,10.44,0.38,1.70,0.20,0.06,10.12,7.22,2.46,0.88,0.54,0.00,0.00,0.87,0.00,0.00,4.01,0.00,0.00,0.00,,0 0 0
16337074,Dijon Kameri,AUT,FC RB Salzburg,KOS,Austrian Premier Division,AM (C),23,$23M,0.16,5.57,17.00,5.00,0.10,0.11,0.22,0.16,0.37,0.22,0.37,1.47,10.74,8.0mi,0.12,1.39,12.90,0.26,1.39,0.04,0.04,11.54,11.43,1.83,0.81,0.39,0.00,0.00,0.85,0.00,0.00,2.71,0.00,0.00,0.00,Wnt,0 0 0
2000063884,Mauro Perkovi?,CRO,VfL Wolfsburg,,Bundesliga,D (C),24,$22M - $33M,0.04,-0.82,13.00,0.00,0.09,0.13,0.00,0.04,0.00,0.05,0.00,0.75,8.14,7.9mi,0.13,0.84,13.10,0.62,2.12,0.58,0.27,14.34,11.11,2.92,0.80,0.69,0.00,0.00,0.90,0.00,0.00,5.49,0.00,0.00,0.00,,0 0 0
48043086,Dan-Axel Zagadou,CIV,VfB Stuttgart,FRA,Bundesliga,D (C),27,$22M - $33M,0.01,-0.30,7.00,0.00,0.07,0.07,0.00,0.01,0.00,0.03,0.07,0.29,3.38,7.1mi,0.28,0.20,5.24,0.39,1.77,0.85,0.39,15.99,2.72,1.38,0.89,0.78,0.00,0.00,0.91,0.00,0.00,5.64,0.00,0.00,0.00,,0 0 0
43295110,Raoul Bellanova,ITA,Torino,,Italian Serie A,M (R),26,$22M - $32M,0.04,-0.13,41.00,0.00,0.08,0.07,0.07,0.04,0.03,0.10,0.13,0.60,8.00,7.8mi,0.05,1.87,13.93,0.73,2.47,0.30,0.13,10.03,14.97,2.80,0.82,0.69,0.00,0.00,0.89,0.00,0.00,6.30,0.00,0.00,0.00,Wnt,0 0 0
36152916,Christos Tzolis,GRE,Norwich,,Sky Bet Championship,AM (L),25,$22M - $32M,0.51,0.92,22.00,10.00,0.14,0.50,0.16,0.51,0.56,0.20,0.28,1.17,14.52,8.1mi,0.11,2.28,16.19,0.06,1.89,0.00,0.00,5.78,18.30,2.89,0.91,0.20,0.00,0.00,0.84,0.00,0.00,2.61,0.00,0.00,0.00,Rst,0 0 0
39060464,Hákon Arnar Haraldsson,ISL,LOSC,,Ligue 1 Uber Eats,AM (C),24,$22M - $32M,0.28,-2.37,25.00,7.00,0.17,0.34,0.13,0.28,0.20,0.21,0.58,1.49,12.47,7.8mi,0.16,1.73,13.22,0.34,1.42,0.00,0.03,8.78,16.74,1.93,0.76,0.26,0.00,0.00,0.86,0.00,0.00,3.08,0.00,0.00,0.00,,0 0 0
78105174,Nicolás Marichal,URU,Zenit,,Russian Premier League,D (C),26,$22M - $31M,0.07,-1.39,11.00,1.00,0.09,0.05,0.00,0.07,0.00,0.03,0.10,0.20,2.75,7.2mi,0.33,0.10,5.80,0.70,2.25,0.25,0.30,19.46,2.90,0.90,0.75,0.65,0.00,0.00,0.93,0.00,0.00,3.85,0.00,0.00,0.00,,0 0 0
2000032456,Facundo González,URU,Norwich,ITA,Sky Bet Championship,D (C),23,$22M - $31M,0.08,-2.10,7.00,1.00,0.15,0.00,0.00,0.08,0.00,0.01,0.04,0.20,3.04,7.0mi,0.00,0.20,4.77,0.52,1.44,1.68,0.44,19.43,2.84,0.84,0.75,0.75,0.00,0.00,0.91,0.00,0.00,3.77,0.00,0.00,0.00,,0 0 0
72051563,Chris Richards,USA,Ajax,,Eredivisie,D (C),27,$22M - $27M,0.06,0.21,5.00,1.00,0.09,0.00,0.11,0.06,0.07,0.06,0.22,0.58,4.83,7.6mi,0.00,0.44,9.07,0.80,1.39,0.58,0.29,15.43,5.78,1.46,0.80,0.64,0.00,0.00,0.84,0.00,0.00,4.90,0.00,0.00,0.00,,0 0 0
29228687,Jay Stansfield,ENG,Leicester,,English Premier Division,ST (C),24,$22M - $27M,0.39,-1.42,18.00,6.00,0.18,0.35,0.12,0.39,0.26,0.07,0.18,0.44,9.59,8.7mi,0.28,1.58,10.29,0.00,1.14,0.00,0.00,3.87,8.89,1.67,0.90,0.30,0.00,0.00,0.82,0.00,0.00,1.76,0.00,0.00,0.00,,0 0 0
28110835,Daniel Ballard,NIR,Sunderland,ENG,English Premier Division,D (C),27,$22M - $27M,0.03,-1.11,3.00,0.00,0.07,0.00,0.00,0.03,0.00,0.02,0.00,0.12,3.47,7.2mi,0.00,0.00,4.22,0.78,1.65,0.87,0.51,10.66,5.75,1.44,0.72,0.72,0.00,0.00,0.92,0.00,0.00,4.85,0.00,0.00,0.00,,0 0 0
2000111055,Afonso Moreira,POR,Sporting CP,,Portuguese Premier League,AM (L),22,$22M - $27M,0.10,0.77,9.00,3.00,0.11,0.57,0.18,0.10,0.16,0.26,0.49,1.46,11.83,7.7mi,0.19,3.48,15.72,0.49,2.67,0.00,0.00,4.78,13.93,2.59,0.91,0.20,0.00,0.00,0.82,0.00,0.00,3.89,0.00,0.00,0.00,Loa,0 0 0
61078171,Andy Irving,SCO,Sheff Utd,,Sky Bet Championship,M (C),26,$22M - $27M,0.17,0.20,11.00,1.00,0.10,1.85,0.11,0.17,0.19,0.22,0.43,1.30,11.30,7.8mi,0.07,0.74,11.30,0.19,1.05,0.19,0.12,11.98,12.29,1.61,0.63,0.61,0.00,0.00,0.89,0.00,0.00,2.96,0.00,0.00,0.00,,0 0 0
2000052135,Abdallah Sima,SEN,Augsburg,,Bundesliga,AM (L),25,$22M - $27M,0.30,-1.29,55.00,15.00,0.13,0.43,0.11,0.30,0.25,0.07,0.11,1.19,12.16,7.9mi,0.14,4.38,13.40,0.22,1.59,0.00,0.00,3.80,16.54,2.46,0.81,0.42,0.00,0.00,0.85,0.00,0.00,2.50,0.00,0.00,0.00,,0 0 0
48049837,Anthony Oyono,GAB,PSV,FRA,Eredivisie,D (R),26,$22M - $26M,0.10,-3.85,50.00,3.00,0.14,0.14,0.00,0.10,0.00,0.13,0.22,0.81,8.27,7.9mi,0.09,1.30,13.77,0.68,2.28,0.33,0.11,15.78,11.66,2.68,0.79,0.60,0.00,0.00,0.92,0.00,0.00,7.02,0.00,0.00,0.00,,0 0 0
71099085,Yukhym Konoplia,UKR,Bordeaux,,Ligue 1 Uber Eats,D (R),27,$22M - $26M,0.07,-2.09,26.00,2.00,0.14,0.75,0.00,0.07,0.00,0.08,0.33,1.11,9.14,7.8mi,0.17,1.53,14.95,0.75,2.41,0.13,0.20,9.59,13.41,2.45,0.76,0.51,0.00,0.00,0.91,0.00,0.00,7.21,0.00,0.00,0.00,Inj,0 0 0
71101325,Artem Bondarenko,UKR,Shakhtar,,Ukrainian Premier League,M (C),26,$22M - $26M,0.19,3.58,34.00,3.00,0.14,0.12,0.21,0.19,0.30,0.17,0.30,1.63,10.87,7.7mi,0.12,1.75,10.53,0.21,1.72,0.27,0.03,14.12,7.03,1.66,0.66,0.41,0.00,0.00,0.89,0.00,0.00,3.44,0.00,0.00,0.00,,0 0 0
28117365,Luke Thomas,ENG,Burnley,,Sky Bet Championship,D (L),25,$22M,0.04,0.48,19.00,1.00,0.09,0.46,0.17,0.04,0.08,0.15,0.46,0.84,8.34,8.2mi,0.11,1.30,15.84,0.69,2.53,0.46,0.08,15.00,11.33,3.83,0.83,0.64,0.00,0.00,0.89,0.00,0.00,6.89,1.00,0.00,0.00,Wnt,0 0 0
83289780,Leonardo Buta,POR,Udinese,ANG,Italian Serie A,D (L),24,$22M,0.03,-1.05,41.00,5.00,0.13,0.68,0.00,0.03,0.00,0.08,0.30,0.86,11.23,7.9mi,0.23,2.02,15.30,0.95,2.50,0.21,0.06,10.07,16.28,2.47,0.70,0.76,0.00,0.00,0.89,0.00,0.00,6.33,0.00,0.00,0.00,,0 0 0
2000123638,Jamie Donley,NIR,Hertha BSC,ENG,Bundesliga 2,ST (C),22,$21M - $31M,0.43,-1.50,44.00,11.00,0.13,0.10,0.11,0.39,0.35,0.32,0.25,0.91,6.95,7.1mi,0.20,0.91,6.39,0.15,1.17,0.00,0.00,2.74,13.44,1.57,0.94,0.32,0.00,0.00,0.86,0.00,0.00,0.91,0.00,0.00,0.00,,0 0 0
78100972,César Araújo,URU,Celtic,USA,cinch Premiership,DM,26,$21M - $31M,0.05,-0.55,25.00,1.00,0.12,0.10,0.08,0.05,0.03,0.18,0.46,1.25,9.91,8.1mi,0.42,0.92,11.49,0.59,1.84,0.13,0.10,13.79,6.14,1.81,0.81,0.35,0.00,0.00,0.91,0.00,0.00,5.25,0.00,0.00,0.00,Inj,0 0 0
70112874,Bar?? Alper Y?lmaz,TUR,Fenerbahçe,,Turkish Super League,ST (C),26,$21M - $31M,0.28,0.53,28.00,1.00,0.10,0.19,0.11,0.28,0.31,0.05,0.19,1.00,11.30,7.6mi,0.08,2.25,13.99,0.31,2.06,0.06,0.00,4.93,15.74,2.44,0.80,0.37,0.00,0.00,0.88,0.00,0.00,3.50,0.00,0.00,0.00,,0 0 0
18101760,Cyril Ngongé,BEL,Sevilla,COD,Spanish First Division,AM (R),26,$21M - $31M,0.17,3.75,43.00,11.00,0.09,0.95,0.15,0.17,0.28,0.18,0.51,1.45,12.65,7.3mi,0.20,3.76,13.25,0.32,1.71,0.03,0.03,4.49,17.90,2.31,0.87,0.33,0.00,0.00,0.86,0.00,0.00,2.56,1.00,0.00,0.00,,0 0 0
37065498,Zakaria Aboukhlal,MAR,Toulouse FC,NED,Ligue 1 Uber Eats,AM (R),27,$21M - $31M,0.34,-2.38,45.00,15.00,0.14,0.12,0.10,0.34,0.25,0.10,0.16,0.78,8.78,7.4mi,0.07,2.08,10.70,0.29,1.23,0.00,0.00,2.82,23.40,1.27,0.76,0.31,0.00,0.00,0.85,0.00,0.00,1.47,0.00,0.00,0.00,,0 0 0
37069474,Ludovit Reis,NED,HSV,SVK,Bundesliga,M (C),26,$21M - $31M,0.19,-3.38,31.00,1.00,0.15,0.10,0.06,0.19,0.07,0.16,0.58,1.20,9.77,8.2mi,0.23,0.89,13.76,0.48,1.93,0.00,0.00,12.21,5.33,1.58,0.71,0.22,0.00,0.00,0.90,0.00,0.00,5.47,0.00,0.00,0.00,,0 0 0
49058792,Timothée Pembélé,FRA,Sunderland,,English Premier Division,D (R),24,$21M - $31M,0.01,-0.30,14.00,3.00,0.04,0.31,0.00,0.01,0.00,0.12,0.35,0.63,10.37,8.4mi,0.19,1.53,14.00,0.86,1.88,0.78,0.16,12.01,9.11,3.17,0.77,0.71,0.00,0.00,0.89,0.00,0.00,6.06,2.00,0.00,0.00,,0 0 0
14238164,Carlos Alcaraz,ARG,Southampton,,English Premier Division,AM (C),24,$21M - $31M,0.42,-0.04,31.00,9.00,0.23,0.66,0.23,0.42,0.41,0.26,0.58,2.06,12.21,9.3mi,0.23,2.31,16.75,0.49,1.81,0.00,0.00,6.52,13.12,2.31,0.88,0.51,0.00,0.00,0.84,0.00,0.00,2.31,0.00,0.00,0.00,,0 0 0
93127168,Alhassan Yusuf,NGA,Levante,,Spanish Second Division,M (C),26,$21M - $30M,0.08,-1.64,27.00,3.00,0.10,0.06,0.04,0.08,0.03,0.25,0.41,1.32,9.58,8.0mi,0.08,0.88,12.19,0.35,1.63,0.13,0.09,15.15,7.95,1.95,0.74,0.19,0.00,0.00,0.87,0.00,0.00,4.27,0.00,0.00,0.00,,0 0 0
28127066,Jaden Philogene,ENG,Ipswich,,English Premier Division,AM (L),25,$21M - $30M,0.13,-3.49,33.00,8.00,0.11,0.53,0.00,0.13,0.00,0.14,0.34,1.22,17.64,8.6mi,0.09,4.12,18.25,0.30,2.25,0.04,0.04,7.62,15.81,3.09,0.86,0.30,0.00,0.00,0.82,0.00,0.00,2.51,1.00,0.00,0.00,,0 0 0
2000112404,Jewison Bennette,CRC,Millwall,,Sky Bet Championship,M (L),22,$21M - $30M,0.16,-2.13,40.00,21.00,0.14,0.50,0.08,0.16,0.09,0.17,0.28,1.07,12.11,7.5mi,0.15,3.38,14.48,0.35,1.89,0.00,0.00,5.39,16.47,2.11,0.80,0.34,0.00,0.00,0.82,0.00,0.00,2.49,0.00,0.00,0.00,,0 0 0
67271371,Rodrigo Zalazar,URU,BRG,ESP,Portuguese Premier League,AM (C),27,$21M - $26M,0.16,-5.10,44.00,12.00,0.10,1.37,0.00,0.16,0.00,0.26,0.43,1.92,10.89,7.8mi,0.15,3.10,14.57,0.33,1.79,0.09,0.06,8.49,14.48,2.46,0.81,0.23,0.00,0.00,0.85,0.00,0.00,2.80,0.00,0.00,0.00,Inj,0 0 0
83243057,Paulo Bernardo,POR,VTSC,,Portuguese Premier League,M (C),25,$21M - $25M,0.22,-4.09,35.00,3.00,0.15,0.11,0.05,0.19,0.07,0.16,0.39,1.72,11.15,7.8mi,0.15,0.82,10.94,0.18,1.36,0.36,0.11,12.76,12.69,2.11,0.78,0.38,0.00,0.00,0.88,0.00,0.00,3.68,0.00,0.00,0.00,Wnt,0 0 0
67256097,Jesús Areso,ESP,A. Bilbao,BAS,Spanish First Division,D (R),27,$21M - $24M,0.06,-1.03,16.00,1.00,0.10,0.18,0.00,0.06,0.00,0.08,0.12,0.85,8.76,8.2mi,0.10,1.51,14.87,0.06,2.24,0.12,0.06,11.91,13.24,3.51,0.83,0.39,0.00,0.00,0.88,0.00,0.00,6.95,0.00,0.00,0.00,,0 0 0
2000047193,Niklas Ødegård,NOR,OL,,Ligue 1 Uber Eats,ST (C),23,$21M - $24M,0.40,2.99,7.00,4.00,0.12,0.20,0.18,0.40,0.60,0.12,0.20,1.06,9.85,8.5mi,0.30,1.32,13.75,0.33,1.12,0.00,0.00,12.17,16.33,2.25,0.85,0.45,0.00,0.00,0.83,0.00,0.00,2.25,0.00,0.00,0.00,,0 0 0
19354886,Vinicius Souza,BRA,Sheff Utd,,Sky Bet Championship,M (C),27,$20M - $30M,0.12,-0.73,17.00,2.00,0.08,0.00,0.06,0.12,0.09,0.06,0.17,1.13,11.65,7.5mi,0.00,1.21,10.48,0.26,1.65,0.17,0.04,12.82,12.30,1.99,0.81,0.55,0.00,0.00,0.83,0.00,0.00,3.21,0.00,0.00,0.00,,0 0 0
2000045802,Roko Šimi?,CRO,VfB Stuttgart,,Bundesliga,ST (C),23,$20M - $30M,0.31,5.11,56.00,21.00,0.11,0.16,0.18,0.31,0.51,0.11,0.20,0.71,7.42,7.6mi,0.23,0.79,7.19,0.16,1.11,0.04,0.00,2.13,17.77,0.91,0.72,0.42,0.00,0.00,0.83,0.00,0.00,0.95,0.00,0.00,0.00,,0 0 0
2000245818,Motoki Nagakura,JPN,Augsburg,,Bundesliga,AM (R),27,$20M - $30M,0.20,0.71,36.00,8.00,0.08,0.37,0.09,0.20,0.23,0.05,0.05,1.12,11.82,8.0mi,0.10,3.08,14.77,0.33,1.87,0.05,0.00,4.67,15.56,1.96,0.75,0.40,0.00,0.00,0.82,0.00,0.00,2.20,0.00,0.00,0.00,,0 0 0
83313850,Manu Silva,POR,VTSC,,Portuguese Premier League,D (C),25,$20M - $30M,0.07,-0.28,18.00,0.00,0.10,0.09,0.09,0.07,0.06,0.15,0.12,0.45,4.65,7.2mi,1.00,0.42,5.86,0.42,1.54,0.48,0.21,18.57,2.90,1.60,0.82,0.56,0.00,0.00,0.93,0.00,0.00,4.41,0.00,0.00,0.00,Wnt,0 0 0
67295596,Iván Romero,ESP,Genoa,,Italian Serie A,ST (C),26,$20M - $29M,0.37,2.51,50.00,17.00,0.11,0.26,0.15,0.37,0.48,0.13,0.09,0.65,6.91,7.7mi,0.20,1.43,7.04,0.13,1.17,0.00,0.00,2.74,16.59,0.91,0.64,0.19,0.00,0.00,0.89,0.00,0.00,0.65,0.00,0.00,0.00,,0 0 0
76065062,Yerson Mosquera,COL,Nottm Forest,,English Premier Division,D (C),25,$20M - $29M,0.08,0.03,1.00,3.00,0.09,0.03,0.09,0.08,0.08,0.02,0.00,0.21,2.41,7.2mi,0.33,0.03,4.14,0.41,1.86,1.06,0.34,10.63,5.64,1.24,0.77,0.76,0.00,0.00,0.91,0.00,0.00,4.89,0.00,0.00,0.00,,0 0 0
22067326,Valentin Antov,BUL,Brianza,,Italian Serie A,D (C),26,$20M - $28M,0.04,-1.16,9.00,0.00,0.12,0.00,0.00,0.04,0.00,0.01,0.03,0.32,3.08,7.1mi,0.00,0.13,6.29,0.58,2.11,0.42,0.39,13.94,3.18,1.62,0.91,0.70,0.00,0.00,0.91,0.00,0.00,4.70,0.00,0.00,0.00,,0 0 0
2000030287,Juan Larios,ESP,Burnley,,Sky Bet Championship,D (L),23,$20M - $25M,0.02,0.20,31.00,2.00,0.10,0.37,0.13,0.02,0.03,0.08,0.21,1.10,9.72,8.2mi,0.16,2.23,15.62,0.86,2.32,0.12,0.12,12.16,13.02,3.58,0.84,0.49,0.00,0.00,0.88,0.00,0.00,6.48,0.00,0.00,0.00,Inj,0 0 0
88025279,Alex Paulsen,NZL,Fiorentina,RSA,Italian Serie A,GK,24,$20M - $25M,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6mi,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,7.30,0.00,0.00,0.00,0.89,0.00,0.86,0.77,0.34,0.00,0.00,0.35,0.89,nEU,0 0 0
98046083,Be?ir Omeragi?,SUI,Sporting CP,,Portuguese Premier League,D (C),25,$20M - $24M,0.05,-1.44,9.00,1.00,0.11,0.00,0.00,0.05,0.00,0.02,0.04,0.23,3.23,7.3mi,0.00,0.11,5.41,0.41,2.33,0.79,0.45,19.14,2.29,1.39,0.76,0.68,0.00,0.00,0.94,0.00,0.00,4.02,0.00,0.00,0.00,,0 0 0
43424729,Alessio Buttaro,ITA,Udinese,,Italian Serie A,D (R),24,$20M - $24M,0.02,-0.70,16.00,0.00,0.12,0.06,0.00,0.02,0.00,0.08,0.09,0.41,5.10,7.4mi,0.07,0.58,8.48,0.55,2.07,0.58,0.23,10.61,6.24,1.69,0.73,0.69,0.00,0.00,0.91,0.00,0.00,4.58,0.00,0.00,0.00,,0 0 0
67277465,Sergio Arribas,ESP,Almería,,Spanish First Division,AM (R),25,$20M - $24M,0.25,-0.23,18.00,0.00,0.12,0.94,0.11,0.25,0.23,0.21,0.16,2.35,9.01,8.3mi,0.00,2.11,11.98,0.23,2.19,0.00,0.00,7.60,20.29,0.86,0.85,0.13,0.00,0.00,0.84,0.00,0.00,1.49,0.00,0.00,0.00,,0 0 0
2000083680,Otso Liimatta,FIN,Famalicão,,Portuguese Premier League,AM (C),22,$19.5M - $30M,0.23,-2.93,51.00,4.00,0.11,0.04,0.06,0.20,0.12,0.17,0.39,1.32,9.31,8.1mi,0.06,1.91,10.25,0.16,1.48,0.00,0.04,8.77,15.97,1.25,0.74,0.23,0.00,0.00,0.86,0.00,0.00,2.03,0.00,0.00,0.00,Inj,0 0 0
12091814,Dango Ouattara,BFA,Bournemouth,,English Premier Division,AM (R),25,$19.5M - $29M,0.22,-0.36,20.00,5.00,0.12,0.52,0.11,0.22,0.19,0.15,0.45,1.62,14.73,8.9mi,0.03,3.81,17.38,0.26,1.62,0.00,0.06,8.79,16.86,3.23,0.77,0.16,0.00,0.00,0.82,0.00,0.00,2.39,0.00,0.00,0.00,Wnt,0 0 0
19298224,Alanzinho,BRA,1. FC Köln,,Bundesliga,AM (C),27,$19.5M - $29M,0.21,0.82,21.00,9.00,0.12,0.16,0.14,0.21,0.24,0.16,0.20,1.91,9.73,8.4mi,0.12,1.56,12.37,0.20,1.68,0.08,0.00,11.21,17.79,1.60,0.77,0.17,0.00,0.00,0.82,0.00,0.00,2.59,0.00,0.00,0.00,,0 0 0
2000044144,Mateo Sanabria,ARG,Hull,,Sky Bet Championship,M (L),23,$19.5M - $29M,0.11,-2.23,58.00,13.00,0.15,0.73,0.07,0.11,0.05,0.16,0.23,1.79,13.93,7.9mi,0.17,3.12,16.02,0.40,2.72,0.00,0.00,5.44,13.35,2.85,0.83,0.23,0.00,0.00,0.80,0.00,0.00,3.60,0.00,0.00,0.00,,0 0 0
2000094252,Beraldo,BRA,Leeds,ITA,Sky Bet Championship,D (C),23,$19.5M - $29M,0.04,-0.89,10.00,1.00,0.07,0.00,0.00,0.04,0.00,0.01,0.16,0.20,3.74,7.0mi,0.00,0.28,5.17,0.44,1.79,0.87,0.40,15.58,2.94,1.51,0.81,0.63,0.00,0.00,0.94,0.00,0.00,4.57,0.00,0.00,0.00,Tir,0 0 0
45109986,Koki Saito,JPN,Strasbourg,,Ligue 1 Uber Eats,AM (L),25,$19.5M - $29M,0.12,1.90,37.00,7.00,0.10,0.52,0.16,0.12,0.19,0.08,0.11,1.42,12.19,8.3mi,0.12,2.47,15.52,0.37,1.91,0.00,0.04,5.16,16.61,2.43,0.86,0.25,0.00,0.00,0.86,0.00,0.00,2.32,0.00,0.00,0.00,,0 0 0
